"code","created","name","market_cap","price","open_price","high_price","low_price","gap","gap_ratio","trading_volume","institutional_volume","foreign_volume","foreign_ratio","forum_url","forum_count","forum_view","forum_like","forum_unlike","forum_title_length_avg","forum_content_length_avg","forum_reply_count","year","month","day"
"041510",2022-04-13,에스엠,18163,76400,74800,77100,74100,1700,2.28,440014,27123,-133655,16.88,https://finance.naver.com/item/board.naver?code=041510,31,9971,130,123,13.935484,63.580647,13,2022,4,13
"108320",2022-04-13,LX세미콘,23372,143700,146400,146600,140700,2300,-1.58,214203,6511,-60119,35.07,https://finance.naver.com/item/board.naver?code=108320,42,10378,127,110,11.261905,97.28571,41,2022,4,13
"215600",2022-04-13,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600,4,860,9,19,9.25,87.75,6,2022,4,13
"086520",2022-04-13,에코프로,22537,94000,91900,94800,91000,2100,2.29,346384,15917,-56718,8.45,https://finance.naver.com/item/board.naver?code=086520,40,7077,111,127,11.875,61.325,19,2022,4,13
"028300",2022-04-13,HLB,32676,30650,29250,30650,29050,1600,5.51,520472,74536,84244,12.92,https://finance.naver.com/item/board.naver?code=028300,141,18986,334,145,12.085107,57.65248,95,2022,4,13
"253450",2022-04-13,스튜디오드래곤,28393,94600,91100,94600,90200,3700,4.07,300924,79013,66431,11.22,https://finance.naver.com/item/board.naver?code=253450,19,6721,44,11,10.421053,36.263157,8,2022,4,13
"098460",2022-04-13,고영,12152,17700,17400,17800,16750,450,2.61,291195,61425,-94746,62.82,https://finance.naver.com/item/board.naver?code=098460,6,1377,22,8,6.6666665,42.166668,19,2022,4,13
"166090",2022-04-13,하나머티리얼즈,12029,60900,60300,61500,59300,200,0.33,117039,7557,-12703,25.3,https://finance.naver.com/item/board.naver?code=166090,4,878,8,7,13.5,33.25,5,2022,4,13
"048410",2022-04-13,현대바이오,12189,31000,28300,33250,28300,2700,9.54,6222527,24940,195091,3.01,https://finance.naver.com/item/board.naver?code=048410,789,80911,2745,625,12.240811,57.577946,333,2022,4,13
"196170",2022-04-13,알테오젠,23030,54000,52000,54000,51900,2000,3.85,122326,34190,12663,12.13,https://finance.naver.com/item/board.naver?code=196170,38,6019,214,165,13.394737,59.44737,51,2022,4,13
"357780",2022-04-13,솔브레인,18536,238300,234700,239500,232800,4400,1.88,16785,2710,320,27.73,https://finance.naver.com/item/board.naver?code=357780,2,265,2,0,12.5,10.0,1,2022,4,13
"091990",2022-04-13,셀트리온헬스케어,95672,61700,59700,61700,59700,1800,3.01,430522,95424,38157,15.19,https://finance.naver.com/item/board.naver?code=091990,66,7142,73,48,12.666667,35.469696,20,2022,4,13
"214150",2022-04-13,클래시스,14737,22750,22800,23400,22450,0,0.0,399375,-38108,43022,65.61,https://finance.naver.com/item/board.naver?code=214150,8,1815,24,12,10.75,50.625,14,2022,4,13
"034230",2022-04-13,파라다이스,15096,16600,16450,16600,16300,200,1.22,385657,111047,-180522,4.96,https://finance.naver.com/item/board.naver?code=034230,3,257,4,1,10.0,33.333332,0,2022,4,13
"030190",2022-04-13,NICE평가정보,11688,19250,19000,19300,18850,450,2.39,122151,8339,3482,38.44,https://finance.naver.com/item/board.naver?code=030190,,,,,,,,2022,4,13
"263750",2022-04-13,펄어비스,66619,100600,101800,102700,97800,0,0.0,442669,33352,-81323,13.07,https://finance.naver.com/item/board.naver?code=263750,240,29679,640,397,13.591666,57.675,216,2022,4,13
"035900",2022-04-13,JYP Ent.,22541,63500,62900,63800,60900,1000,1.6,554087,-50391,10146,27.0,https://finance.naver.com/item/board.naver?code=035900,57,8942,342,268,14.105263,87.75439,69,2022,4,13
"195940",2022-04-13,HK이노엔,12097,41850,40950,41850,40950,600,1.45,91526,5187,-8410,3.22,https://finance.naver.com/item/board.naver?code=195940,26,2654,21,16,13.730769,39.115383,16,2022,4,13
"299900",2022-04-13,위지윅스튜디오,15213,35600,34950,35600,34000,600,1.71,222177,3240,-8094,6.42,https://finance.naver.com/item/board.naver?code=299900,21,2909,19,17,6.714286,23.857143,7,2022,4,13
"078340",2022-04-13,컴투스,13162,102300,101900,104000,100000,400,0.39,178413,-41217,5086,10.57,https://finance.naver.com/item/board.naver?code=078340,70,11758,250,127,14.771428,123.85714,72,2022,4,13
"035760",2022-04-13,CJ ENM,27126,123700,123500,124500,122600,600,0.49,86207,-8487,-10528,21.11,https://finance.naver.com/item/board.naver?code=035760,12,1455,29,1,13.75,67.25,4,2022,4,13
"056190",2022-04-13,에스에프에이,14328,39900,39850,39950,39500,100,0.25,62152,16564,-16271,14.75,https://finance.naver.com/item/board.naver?code=056190,,,,,,,,2022,4,13
"066970",2022-04-13,엘앤에프,84075,234000,232700,235500,226500,3500,1.52,423926,31310,-31028,21.48,https://finance.naver.com/item/board.naver?code=066970,87,19211,283,184,13.379311,52.804596,92,2022,4,13
"005290",2022-04-13,동진쎄미켐,19409,37750,36750,38150,36550,1250,3.42,860817,92373,-134532,8.54,https://finance.naver.com/item/board.naver?code=005290,23,5033,69,129,13.0,27.130434,17,2022,4,13
"215200",2022-04-13,메가스터디교육,11779,99300,100200,101800,97500,300,-0.3,105572,18639,-20868,31.96,https://finance.naver.com/item/board.naver?code=215200,3,933,11,5,10.0,28.666666,17,2022,4,13
"137400",2022-04-13,피엔티,11416,50200,49000,50700,49000,1000,2.03,151212,10526,41523,8.38,https://finance.naver.com/item/board.naver?code=137400,12,3411,24,19,12.25,45.666668,13,2022,4,13
"376300",2022-04-13,디어유,11736,53400,52800,53500,51500,300,0.56,61451,8566,-8070,1.69,https://finance.naver.com/item/board.naver?code=376300,1,153,0,3,10.0,19.0,0,2022,4,13
"096530",2022-04-13,씨젠,23658,45300,43750,45500,43750,1050,2.37,550437,34747,123242,16.49,https://finance.naver.com/item/board.naver?code=096530,338,22316,843,406,13.692307,52.363907,110,2022,4,13
"278280",2022-04-13,천보,31260,312600,309000,314300,305200,4300,1.39,51132,8738,-12026,10.13,https://finance.naver.com/item/board.naver?code=278280,3,503,7,1,10.333333,19.0,1,2022,4,13
"112040",2022-04-13,위메이드,28537,85000,85800,87200,82600,800,-0.93,723017,-52555,15957,4.84,https://finance.naver.com/item/board.naver?code=112040,547,52568,1294,563,13.162705,48.36746,377,2022,4,13
"039030",2022-04-13,이오테크닉스,14167,115000,111000,115400,110600,3300,2.95,65536,21807,-11894,15.5,https://finance.naver.com/item/board.naver?code=039030,1,158,2,0,20.0,18.0,0,2022,4,13
"064760",2022-04-13,티씨케이,14734,126200,122400,126200,121000,4300,3.53,26711,12288,-2481,67.82,https://finance.naver.com/item/board.naver?code=064760,,,,,,,,2022,4,13
"122870",2022-04-13,와이지엔터테인먼트,11608,62900,63200,63300,61600,100,0.16,198233,-9807,-30599,8.12,https://finance.naver.com/item/board.naver?code=122870,43,5504,182,120,16.813953,123.83721,70,2022,4,13
"025900",2022-04-13,동화기업,17434,86300,85200,89900,85200,1800,2.13,186321,14318,-13561,42.92,https://finance.naver.com/item/board.naver?code=025900,7,1103,2,0,13.428572,13.714286,2,2022,4,13
"058470",2022-04-13,리노공업,27055,177500,176600,177500,174600,1700,0.97,25811,8866,-10748,47.53,https://finance.naver.com/item/board.naver?code=058470,1,163,0,2,17.0,9.0,3,2022,4,13
"222800",2022-04-13,심텍,16883,53000,53900,54100,51500,500,-0.93,756760,-69934,-70905,15.16,https://finance.naver.com/item/board.naver?code=222800,44,10696,86,70,12.681818,37.159092,28,2022,4,13
"078600",2022-04-13,대주전자재료,14908,96300,92800,98500,92700,3700,4.0,273169,16391,45598,12.21,https://finance.naver.com/item/board.naver?code=078600,10,2471,28,12,10.7,21.0,8,2022,4,13
"032500",2022-04-13,케이엠더블유,12723,31950,30850,32000,30800,1000,3.23,103569,17104,7004,3.12,https://finance.naver.com/item/board.naver?code=032500,15,5299,90,5,13.066667,17.466667,9,2022,4,13
"003380",2022-04-13,하림지주,11481,10250,10050,10250,9990,200,1.99,159295,33010,16364,6.88,https://finance.naver.com/item/board.naver?code=003380,7,1012,12,17,9.142858,59.714287,7,2022,4,13
"298380",2022-04-13,에이비엘바이오,12229,25900,24300,25950,24300,1300,5.28,580763,91717,71919,2.75,https://finance.naver.com/item/board.naver?code=298380,88,20985,580,154,13.397727,112.431816,160,2022,4,13
"237690",2022-04-13,에스티팜,17944,95400,92700,95500,92300,3100,3.36,66720,8741,-12672,0.0,https://finance.naver.com/item/board.naver?code=237690,28,8192,175,48,11.892858,202.07143,21,2022,4,13
"293490",2022-04-13,카카오게임즈,51370,65900,66000,67400,65000,800,-1.2,1491510,-390223,121106,10.39,https://finance.naver.com/item/board.naver?code=293490,568,65348,846,297,13.795774,61.22359,364,2022,4,13
"247540",2022-04-13,에코프로비엠,106438,464400,449400,468500,448500,21000,4.74,310863,18648,3139,10.48,https://finance.naver.com/item/board.naver?code=247540,243,38210,976,441,14.436214,64.22222,189,2022,4,13
"068760",2022-04-13,셀트리온제약,33117,90600,87600,90600,87600,2800,3.19,71326,15558,11090,7.51,https://finance.naver.com/item/board.naver?code=068760,12,1596,9,3,11.333333,16.833334,12,2022,4,13
"048260",2022-04-13,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260,8,1718,34,20,12.75,140.875,26,2022,4,13
"240810",2022-04-13,원익IPS,18603,37900,36050,37900,36050,1450,3.98,203591,67046,20165,19.24,https://finance.naver.com/item/board.naver?code=240810,4,509,1,0,11.0,15.75,2,2022,4,13
"348370",2022-04-13,엔켐,14422,94800,90400,94800,89000,5100,5.69,159374,13019,22805,1.86,https://finance.naver.com/item/board.naver?code=348370,18,4921,49,58,13.444445,68.22222,28,2022,4,13
"278280",2022-04-14,천보,31100,311000,312700,319400,310100,1600,-0.51,69381,-9339,-13080,10.01,https://finance.naver.com/item/board.naver?code=278280,6,981,16,0,12.5,25.333334,2,2022,4,14
"253450",2022-04-14,스튜디오드래곤,27673,92200,94000,94400,92200,2400,-2.54,121595,6874,-25742,11.35,https://finance.naver.com/item/board.naver?code=253450,10,2161,18,11,13.4,200.2,5,2022,4,14
"237690",2022-04-14,에스티팜,17962,95500,95800,96400,94000,100,0.1,57327,13213,-17386,0.0,https://finance.naver.com/item/board.naver?code=237690,6,5118,59,33,10.166667,57.0,20,2022,4,14
"048410",2022-04-14,현대바이오,12405,31550,31000,32100,30550,550,1.77,1914031,-3515,279963,3.5,https://finance.naver.com/item/board.naver?code=048410,295,62794,1838,626,11.491526,53.044067,231,2022,4,14
"078340",2022-04-14,컴투스,13175,102400,103500,104400,101400,100,0.1,135193,-30415,-7746,10.61,https://finance.naver.com/item/board.naver?code=078340,61,10501,193,92,13.672132,98.803276,64,2022,4,14
"108320",2022-04-14,LX세미콘,23258,143000,144200,144300,141000,700,-0.49,132743,1254,-17634,34.72,https://finance.naver.com/item/board.naver?code=108320,26,9815,108,64,11.5,93.80769,23,2022,4,14
"005290",2022-04-14,동진쎄미켐,19358,37650,37850,38150,37500,100,-0.26,402935,-15423,28783,8.29,https://finance.naver.com/item/board.naver?code=005290,2,1567,16,18,14.0,11.5,5,2022,4,14
"056190",2022-04-14,에스에프에이,14292,39800,39900,40150,39450,100,-0.25,78171,-628,-15663,14.7,https://finance.naver.com/item/board.naver?code=056190,4,1444,9,7,11.25,40.75,11,2022,4,14
"058470",2022-04-14,리노공업,27223,178600,177600,180500,176100,1100,0.62,30586,10583,-4173,47.46,https://finance.naver.com/item/board.naver?code=058470,1,774,0,0,8.0,4.0,4,2022,4,14
"215200",2022-04-14,메가스터디교육,12004,101200,99400,101900,99100,1900,1.91,47204,1477,-1483,31.78,https://finance.naver.com/item/board.naver?code=215200,6,1457,24,11,15.333333,43.333332,3,2022,4,14
"066970",2022-04-14,엘앤에프,85369,237600,237800,243300,235100,3600,1.54,533849,30207,36467,21.35,https://finance.naver.com/item/board.naver?code=066970,114,22248,443,228,11.631579,50.42105,99,2022,4,14
"035900",2022-04-14,JYP Ent.,22044,62100,62800,63900,61900,1400,-2.2,531853,-159053,137722,27.03,https://finance.naver.com/item/board.naver?code=035900,29,5673,175,90,13.793103,148.65517,12,2022,4,14
"263750",2022-04-14,펄어비스,69533,105000,100600,106300,99000,4400,4.37,893942,88956,155323,12.97,https://finance.naver.com/item/board.naver?code=263750,356,32872,562,319,13.567416,44.002808,266,2022,4,14
"145020",2022-04-14,휴젤,14949,120700,120000,122100,119000,700,0.58,59758,-3899,8074,66.91,https://finance.naver.com/item/board.naver?code=145020,24,6426,86,40,14.458333,87.583336,55,2022,4,14
"247540",2022-04-14,에코프로비엠,105155,458800,470400,472500,458000,5600,-1.21,287260,1812,-58009,10.66,https://finance.naver.com/item/board.naver?code=247540,171,29772,602,480,14.649123,56.654972,177,2022,4,14
"196170",2022-04-14,알테오젠,22902,53700,54600,54600,53200,300,-0.56,74398,-12438,-611,12.16,https://finance.naver.com/item/board.naver?code=196170,33,6533,181,134,13.636364,112.30303,40,2022,4,14
"214150",2022-04-14,클래시스,14607,22550,22950,22950,22300,200,-0.88,316368,-72143,33462,65.67,https://finance.naver.com/item/board.naver?code=214150,6,1813,7,1,7.5,15.666667,1,2022,4,14
"376300",2022-04-14,디어유,11538,52500,53900,54000,52500,900,-1.69,46778,-8712,-3668,1.66,https://finance.naver.com/item/board.naver?code=376300,,,,,,,,2022,4,14
"091990",2022-04-14,셀트리온헬스케어,95517,61600,61800,62000,60700,100,-0.16,535694,-152227,158335,15.21,https://finance.naver.com/item/board.naver?code=091990,51,4891,75,15,11.235294,35.47059,32,2022,4,14
"048260",2022-04-14,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260,7,2561,28,6,14.857142,31.285715,11,2022,4,14
"078600",2022-04-14,대주전자재료,14583,94200,97500,97700,94200,2100,-2.18,145113,-27241,42,12.5,https://finance.naver.com/item/board.naver?code=078600,11,2915,23,16,10.909091,12.0,9,2022,4,14
"030190",2022-04-14,NICE평가정보,11779,19400,19200,19500,19000,150,0.78,141839,-21492,31960,38.45,https://finance.naver.com/item/board.naver?code=030190,1,404,2,0,10.0,37.0,1,2022,4,14
"039030",2022-04-14,이오테크닉스,14167,115000,115100,115500,113400,0,0.0,50212,5443,-7086,15.38,https://finance.naver.com/item/board.naver?code=039030,1,361,1,0,2.0,2.0,0,2022,4,14
"041510",2022-04-14,에스엠,18282,76900,76600,79000,76500,500,0.65,493475,-40363,-1011,16.32,https://finance.naver.com/item/board.naver?code=041510,20,15967,74,74,15.75,146.95,15,2022,4,14
"068760",2022-04-14,셀트리온제약,32825,89800,90000,90600,88700,800,-0.88,48904,-972,-5181,7.54,https://finance.naver.com/item/board.naver?code=068760,14,1302,7,0,10.714286,31.428572,4,2022,4,14
"086520",2022-04-14,에코프로,21962,91600,94000,94800,91600,2400,-2.55,286227,-23468,-632,8.14,https://finance.naver.com/item/board.naver?code=086520,53,13588,127,173,13.433962,53.28302,90,2022,4,14
"064760",2022-04-14,티씨케이,14582,124900,124600,125500,123000,1300,-1.03,19960,-217,-5162,67.8,https://finance.naver.com/item/board.naver?code=064760,1,529,2,1,4.0,75.0,1,2022,4,14
"096530",2022-04-14,씨젠,23397,44800,45350,45350,44050,500,-1.1,454121,-55844,49646,16.75,https://finance.naver.com/item/board.naver?code=096530,258,29585,648,363,14.023255,49.56589,120,2022,4,14
"034230",2022-04-14,파라다이스,15142,16650,16750,16850,16600,50,0.3,434865,-28627,-80015,4.74,https://finance.naver.com/item/board.naver?code=034230,4,1198,9,2,14.5,386.75,3,2022,4,14
"067160",2022-04-14,아프리카TV,17012,148000,140500,149900,139700,8000,5.71,222007,97312,5593,39.8,https://finance.naver.com/item/board.naver?code=067160,45,10325,45,34,9.666667,21.711111,20,2022,4,14
"299900",2022-04-14,위지윅스튜디오,14935,34950,36000,36500,34750,650,-1.83,197078,-34034,-43270,6.4,https://finance.naver.com/item/board.naver?code=299900,29,4944,14,6,7.862069,19.344828,7,2022,4,14
"137400",2022-04-14,피엔티,11359,49950,50800,50900,49950,250,-0.5,159103,-28234,30742,8.5,https://finance.naver.com/item/board.naver?code=137400,11,2773,19,16,9.454545,39.18182,9,2022,4,14
"032500",2022-04-14,케이엠더블유,12663,31800,32000,32200,31550,150,-0.47,75213,-3799,-1922,3.26,https://finance.naver.com/item/board.naver?code=032500,3,902,6,3,7.0,20.0,0,2022,4,14
"214370",2022-04-14,케어젠,12784,119000,125900,125900,117700,7000,-5.56,80950,-6430,-8823,2.9,https://finance.naver.com/item/board.naver?code=214370,36,8298,126,84,14.194445,44.083332,58,2022,4,14
"028300",2022-04-14,HLB,32569,30550,30650,31450,30400,100,-0.33,419933,-146,-18877,12.99,https://finance.naver.com/item/board.naver?code=028300,116,14440,216,143,10.810345,68.30173,88,2022,4,14
"357780",2022-04-14,솔브레인,18389,236400,239300,239600,236200,1900,-0.8,15677,-4610,2039,27.73,https://finance.naver.com/item/board.naver?code=357780,,,,,,,,2022,4,14
"195940",2022-04-14,HK이노엔,12342,42700,46000,46100,42600,850,2.03,1081446,-64532,-201080,3.17,https://finance.naver.com/item/board.naver?code=195940,354,45436,496,98,11.319209,41.0113,124,2022,4,14
"166090",2022-04-14,하나머티리얼즈,11931,60400,60900,61200,59600,500,-0.82,68383,-6001,7711,25.26,https://finance.naver.com/item/board.naver?code=166090,1,306,5,1,10.0,34.0,2,2022,4,14
"098460",2022-04-14,고영,12049,17550,17800,17850,17400,150,-0.85,175531,-10801,-55559,62.68,https://finance.naver.com/item/board.naver?code=098460,4,1273,8,8,8.0,14.5,1,2022,4,14
"035760",2022-04-14,CJ ENM,28223,128700,124500,129500,124100,5000,4.04,171560,31840,6323,21.06,https://finance.naver.com/item/board.naver?code=035760,24,4873,24,21,12.875,20.75,10,2022,4,14
"036930",2022-04-14,주성엔지니어링,11314,23450,23700,23850,23050,150,-0.64,893134,61101,-97373,14.02,https://finance.naver.com/item/board.naver?code=036930,16,5051,40,25,10.375,29.5625,17,2022,4,14
"298380",2022-04-14,에이비엘바이오,12380,26000,25900,26350,25600,100,0.39,355295,-5511,66985,2.88,https://finance.naver.com/item/board.naver?code=298380,48,13337,317,74,12.729167,90.354164,64,2022,4,14
"215600",2022-04-14,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600,3,1364,8,2,18.0,551.6667,8,2022,4,14
"112040",2022-04-14,위메이드,29914,89100,87100,91400,86100,4100,4.82,858522,25600,37762,5.06,https://finance.naver.com/item/board.naver?code=112040,401,51601,802,369,13.134664,58.329178,315,2022,4,14
"240810",2022-04-14,원익IPS,18652,38000,37650,38100,37400,100,0.26,153980,43205,-2863,19.26,https://finance.naver.com/item/board.naver?code=240810,5,2408,21,10,7.6,14.6,13,2022,4,14
"122870",2022-04-14,와이지엔터테인먼트,11331,61400,63200,63500,61400,1500,-2.38,277289,-82352,44593,7.96,https://finance.naver.com/item/board.naver?code=122870,44,6305,53,80,14.25,44.43182,37,2022,4,14
"222800",2022-04-14,심텍,16469,51700,53400,53600,51300,1300,-2.45,838477,-119528,-157643,14.96,https://finance.naver.com/item/board.naver?code=222800,43,11612,87,64,12.44186,40.2093,22,2022,4,14
"348370",2022-04-14,엔켐,14224,93500,95700,96000,93300,1300,-1.37,110252,-8454,-3982,2.01,https://finance.naver.com/item/board.naver?code=348370,12,2892,31,37,18.583334,60.0,12,2022,4,14
"025900",2022-04-14,동화기업,17636,87300,87900,89200,86100,1000,1.16,104094,33635,-4757,42.85,https://finance.naver.com/item/board.naver?code=025900,6,2923,3,3,18.5,83.333336,1,2022,4,14
"293490",2022-04-14,카카오게임즈,51838,66500,67300,68300,66100,600,0.91,1171362,-74259,-48325,10.4,https://finance.naver.com/item/board.naver?code=293490,312,33005,530,337,13.602564,58.849358,215,2022,4,14
"299900",2022-04-15,위지윅스튜디오,15084,35300,34500,35300,34400,350,1.0,97579,-2770,7216,6.3,https://finance.naver.com/item/board.naver?code=299900,6,1990,5,15,11.666667,12.5,6,2022,4,15
"041510",2022-04-15,에스엠,18353,77200,76700,78500,75700,300,0.39,276521,-35786,-11256,16.31,https://finance.naver.com/item/board.naver?code=041510,16,15232,91,49,12.3125,71.5625,33,2022,4,15
"030190",2022-04-15,NICE평가정보,11384,18750,19150,19300,18650,650,-3.35,138107,-49409,-31425,38.49,https://finance.naver.com/item/board.naver?code=030190,2,311,0,0,12.5,17.5,0,2022,4,15
"348370",2022-04-15,엔켐,14072,92500,92800,93800,91400,1000,-1.07,65882,-7041,-5860,1.98,https://finance.naver.com/item/board.naver?code=348370,21,4372,32,49,13.809524,78.61905,16,2022,4,15
"025900",2022-04-15,동화기업,17211,85200,86300,86900,83500,2100,-2.41,177592,-22387,3359,42.82,https://finance.naver.com/item/board.naver?code=025900,1,913,0,4,22.0,11.0,1,2022,4,15
"058470",2022-04-15,리노공업,26933,176700,175500,178500,174600,1900,-1.06,39059,-10762,-2710,47.44,https://finance.naver.com/item/board.naver?code=058470,5,1139,5,2,14.0,36.6,1,2022,4,15
"145020",2022-04-15,휴젤,14838,119800,119100,121500,118100,900,-0.75,35042,23,1452,66.98,https://finance.naver.com/item/board.naver?code=145020,27,6248,77,40,12.777778,122.703705,34,2022,4,15
"247540",2022-04-15,에코프로비엠,105086,458500,451700,461700,444300,300,-0.07,146336,-12886,7717,10.45,https://finance.naver.com/item/board.naver?code=247540,114,23320,564,279,12.201755,64.36842,78,2022,4,15
"028300",2022-04-15,HLB,32516,30500,30200,30900,29750,50,-0.16,357749,-27944,65,12.94,https://finance.naver.com/item/board.naver?code=028300,89,11958,199,109,11.94382,88.60674,82,2022,4,15
"003380",2022-04-15,하림지주,11313,10100,10000,10150,9920,50,0.5,181449,-42343,-7063,6.88,https://finance.naver.com/item/board.naver?code=003380,7,1673,14,17,6.714286,158.57143,12,2022,4,15
"064760",2022-04-15,티씨케이,14045,120300,123000,123000,119100,4600,-3.68,48113,-26323,-4824,67.76,https://finance.naver.com/item/board.naver?code=064760,3,1395,10,1,4.3333335,33.0,2,2022,4,15
"240810",2022-04-15,원익IPS,18014,36700,37250,37450,36550,1300,-3.42,247470,-65767,-105932,19.26,https://finance.naver.com/item/board.naver?code=240810,9,2401,20,0,10.888889,54.11111,7,2022,4,15
"039030",2022-04-15,이오테크닉스,13995,113600,113400,114800,111500,1400,-1.22,38708,1021,4017,15.33,https://finance.naver.com/item/board.naver?code=039030,,,,,,,,2022,4,15
"215200",2022-04-15,메가스터디교육,11672,98400,99800,100000,96700,2800,-2.77,87284,-3960,-26164,31.77,https://finance.naver.com/item/board.naver?code=215200,11,3742,55,42,11.272727,34.272728,16,2022,4,15
"091990",2022-04-15,셀트리온헬스케어,93036,60000,60800,61000,59500,1600,-2.6,423729,-112999,-28812,15.31,https://finance.naver.com/item/board.naver?code=091990,109,8765,171,34,12.137614,42.366974,34,2022,4,15
"166090",2022-04-15,하나머티리얼즈,11990,60700,60600,61700,59500,300,0.5,99809,-5866,-2767,25.3,https://finance.naver.com/item/board.naver?code=166090,,,,,,,,2022,4,15
"376300",2022-04-15,디어유,11472,52200,52000,53300,51700,300,-0.57,37826,4085,-3458,1.64,https://finance.naver.com/item/board.naver?code=376300,,,,,,,,2022,4,15
"278280",2022-04-15,천보,29960,299600,306900,307700,298500,11400,-3.67,159155,-57438,-30259,9.83,https://finance.naver.com/item/board.naver?code=278280,45,6677,138,20,12.2,36.88889,15,2022,4,15
"298380",2022-04-15,에이비엘바이오,12023,25250,25950,25950,25000,750,-2.88,269456,-1700,8889,3.03,https://finance.naver.com/item/board.naver?code=298380,48,12883,359,76,13.291667,97.020836,59,2022,4,15
"048410",2022-04-15,현대바이오,11520,29300,31050,31300,29300,2250,-7.13,1336998,-11213,-294704,4.22,https://finance.naver.com/item/board.naver?code=048410,378,60056,1706,601,10.955027,71.34392,232,2022,4,15
"048260",2022-04-15,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260,11,4233,49,22,15.0,69.63636,15,2022,4,15
"195940",2022-04-15,HK이노엔,12010,41550,42600,42650,41400,1150,-2.69,240460,-27233,-32024,2.47,https://finance.naver.com/item/board.naver?code=195940,153,19817,165,32,11.405229,46.19608,68,2022,4,15
"078340",2022-04-15,컴투스,13960,108500,101700,109500,100700,6100,5.96,340561,4285,-37088,10.58,https://finance.naver.com/item/board.naver?code=078340,107,21943,426,116,14.093458,104.02804,87,2022,4,15
"035900",2022-04-15,JYP Ent.,22505,63400,62100,63800,61500,1300,2.09,427749,1617,78938,27.42,https://finance.naver.com/item/board.naver?code=035900,28,9140,185,167,14.892858,125.0,52,2022,4,15
"237690",2022-04-15,에스티팜,18094,96200,94100,96300,93300,700,0.73,51812,8727,-10150,0.0,https://finance.naver.com/item/board.naver?code=237690,11,7254,145,57,14.272727,191.0,35,2022,4,15
"263750",2022-04-15,펄어비스,70989,107200,103700,109900,102200,2200,2.1,944773,96320,-103524,13.21,https://finance.naver.com/item/board.naver?code=263750,394,46527,954,586,13.296954,51.33249,306,2022,4,15
"225570",2022-04-15,넥슨게임즈,16432,25000,26100,27000,25000,2600,-9.42,2851630,-24890,-152019,1.35,https://finance.naver.com/item/board.naver?code=225570,630,92513,719,432,11.822222,31.211111,308,2022,4,15
"035760",2022-04-15,CJ ENM,28574,130300,128200,131100,127100,1600,1.24,80530,24673,-7506,21.09,https://finance.naver.com/item/board.naver?code=035760,9,2291,8,6,18.444445,173.0,9,2022,4,15
"067160",2022-04-15,아프리카TV,16667,145000,146500,148000,143600,3000,-2.03,63281,-2963,-13425,39.86,https://finance.naver.com/item/board.naver?code=067160,10,3093,30,27,12.6,39.4,5,2022,4,15
"253450",2022-04-15,스튜디오드래곤,28153,93800,91900,94400,91300,1600,1.74,110083,35158,-4241,11.28,https://finance.naver.com/item/board.naver?code=253450,9,1893,26,11,14.222222,40.88889,6,2022,4,15
"096530",2022-04-15,씨젠,21726,41600,44500,44600,41500,3200,-7.14,854321,-86912,-44643,16.81,https://finance.naver.com/item/board.naver?code=096530,857,98003,1763,564,13.47958,48.52509,338,2022,4,15
"068760",2022-04-15,셀트리온제약,32020,87600,89100,89400,86500,2200,-2.45,83757,-9800,-13547,7.35,https://finance.naver.com/item/board.naver?code=068760,13,1435,11,2,6.769231,36.923077,1,2022,4,15
"215600",2022-04-15,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600,7,2501,15,6,13.857142,53.857143,6,2022,4,15
"122870",2022-04-15,와이지엔터테인먼트,11811,64000,61400,64600,60800,2600,4.23,412857,60592,15671,8.2,https://finance.naver.com/item/board.naver?code=122870,100,13246,173,241,16.55,129.1,50,2022,4,15
"005290",2022-04-15,동진쎄미켐,19280,37500,37250,38050,36750,150,-0.4,501698,-10934,-79674,8.34,https://finance.naver.com/item/board.naver?code=005290,12,4066,34,52,9.916667,11.166667,3,2022,4,15
"056190",2022-04-15,에스에프에이,14112,39300,39900,39900,39050,500,-1.26,89255,-9804,-11448,14.66,https://finance.naver.com/item/board.naver?code=056190,,,,,,,,2022,4,15
"196170",2022-04-15,알테오젠,22902,53700,53000,53900,52100,0,0.0,115534,647,7634,12.16,https://finance.naver.com/item/board.naver?code=196170,35,7244,168,162,13.171429,85.37143,24,2022,4,15
"222800",2022-04-15,심텍,16819,52800,50600,53300,50300,1100,2.13,1393966,-56292,-265259,14.47,https://finance.naver.com/item/board.naver?code=222800,106,21077,71,92,12.226415,41.433964,40,2022,4,15
"293490",2022-04-15,카카오게임즈,51541,65600,66200,67000,64200,900,-1.35,788537,-91706,-10853,10.19,https://finance.naver.com/item/board.naver?code=293490,363,33363,378,174,13.955923,54.517906,269,2022,4,15
