"code","created","name","market_cap","price","open_price","high_price","low_price","gap","gap_ratio","trading_volume","institutional_volume","foreign_volume","foreign_ratio","forum_url","forum_count","forum_view","forum_like","forum_unlike","forum_title_length_avg","forum_content_length_avg","forum_reply_count","year","month","day"
"005290",2022-02-18,동진쎄미켐,17969,34950,34150,35150,34050,50,0.14,417102,-23562,51391,8.1,https://finance.naver.com/item/board.naver?code=005290,27,8896,90,81,12.111111,53.925926,29,2022,2,18
"096530",2022-02-18,씨젠,26217,50200,50000,50800,49050,200,0.4,767574,-30526,-102460,13.69,https://finance.naver.com/item/board.naver?code=096530,543,58920,1283,565,15.088398,81.84531,310,2022,2,18
"025900",2022-02-18,동화기업,14161,70100,68300,70800,68300,100,0.14,31960,-152,4255,43.89,https://finance.naver.com/item/board.naver?code=025900,1,134,1,0,7.0,70.0,0,2022,2,18
"067160",2022-02-18,아프리카TV,16162,140600,142500,143500,140000,4700,-3.23,176321,-36306,-47373,46.34,https://finance.naver.com/item/board.naver?code=067160,32,7469,45,25,13.625,33.40625,24,2022,2,18
"278280",2022-02-18,천보,28870,288700,279100,292800,278200,2200,0.77,64542,-8559,-1354,10.17,https://finance.naver.com/item/board.naver?code=278280,26,7440,36,4,12.769231,41.923077,25,2022,2,18
"222800",2022-02-18,심텍,15083,47350,44200,47950,44100,2150,4.76,1256846,89961,192015,12.42,https://finance.naver.com/item/board.naver?code=222800,64,14337,47,107,12.703125,27.828125,39,2022,2,18
"034230",2022-02-18,파라다이스,15096,16600,17000,17450,16250,500,-2.92,1510709,81222,-113814,4.93,https://finance.naver.com/item/board.naver?code=034230,7,1571,6,1,18.571428,88.85714,2,2022,2,18
"263750",2022-02-18,펄어비스,62646,94600,93500,96500,92200,1500,-1.56,555340,-32740,-74576,14.59,https://finance.naver.com/item/board.naver?code=263750,182,25633,263,183,13.626373,46.615383,140,2022,2,18
"039030",2022-02-18,이오테크닉스,12788,103800,101900,104500,100700,900,0.87,41256,-9579,6432,16.03,https://finance.naver.com/item/board.naver?code=039030,1,208,1,0,3.0,1.0,1,2022,2,18
"237690",2022-02-18,에스티팜,18451,98100,95100,98800,94200,800,0.82,72040,-9946,-6328,0.44,https://finance.naver.com/item/board.naver?code=237690,7,4547,43,41,10.714286,63.857143,32,2022,2,18
"098460",2022-02-18,고영,13250,19300,19000,19400,18650,100,-0.52,191501,-5966,-20550,64.84,https://finance.naver.com/item/board.naver?code=098460,7,1304,21,0,9.714286,87.42857,7,2022,2,18
"145020",2022-02-18,휴젤,18269,147500,145200,148200,143400,0,0.0,38003,-2463,-2068,70.44,https://finance.naver.com/item/board.naver?code=145020,11,2515,19,23,12.0,34.454544,23,2022,2,18
"214150",2022-02-18,클래시스,12308,19000,18000,19250,17850,850,4.68,1349045,340625,-155620,4.96,https://finance.naver.com/item/board.naver?code=214150,18,6725,26,22,11.722222,51.666668,23,2022,2,18
"293490",2022-02-18,카카오게임즈,55009,70800,68600,71800,68600,500,0.71,572389,13308,59389,10.55,https://finance.naver.com/item/board.naver?code=293490,180,28378,286,137,16.205555,46.7,164,2022,2,18
"078340",2022-02-18,컴투스,14500,112700,109000,114000,108700,1000,0.9,127746,-503,17418,11.58,https://finance.naver.com/item/board.naver?code=078340,34,9265,120,60,14.617647,39.264706,67,2022,2,18
"215600",2022-02-18,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600,377,55957,745,356,14.307693,66.888596,315,2022,2,18
"036540",2022-02-18,SFA반도체,10739,6530,6370,6570,6360,30,0.46,479766,15135,32093,5.42,https://finance.naver.com/item/board.naver?code=036540,11,2603,25,21,9.454545,34.81818,16,2022,2,18
"048260",2022-02-18,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.19,https://finance.naver.com/item/board.naver?code=048260,198,32088,436,196,13.722222,70.15151,135,2022,2,18
"091990",2022-02-18,셀트리온헬스케어,96448,62200,62200,62400,60900,900,-1.43,525568,-85151,-14968,17.29,https://finance.naver.com/item/board.naver?code=091990,128,17603,183,75,15.375,82.671875,57,2022,2,18
"108320",2022-02-18,LX세미콘,19013,116900,113700,116900,113400,900,0.78,134962,-212,1934,36.79,https://finance.naver.com/item/board.naver?code=108320,21,6820,37,45,13.476191,97.809525,26,2022,2,18
"032500",2022-02-18,케이엠더블유,12603,31650,30900,31800,30800,150,0.48,103113,602,20101,3.63,https://finance.naver.com/item/board.naver?code=032500,9,2803,33,6,9.444445,55.333332,27,2022,2,18
"196170",2022-02-18,알테오젠,22299,52700,49050,53100,48850,2400,4.77,322628,17097,-54320,12.13,https://finance.naver.com/item/board.naver?code=196170,70,16186,370,237,13.157143,52.95714,61,2022,2,18
"240810",2022-02-18,원익IPS,18603,37900,36800,38300,36800,450,1.2,193392,-4346,33436,18.99,https://finance.naver.com/item/board.naver?code=240810,2,1401,6,6,12.5,19.5,4,2022,2,18
"035900",2022-02-18,JYP Ent.,15850,44650,43600,44900,43550,300,0.68,298827,21110,-46769,22.46,https://finance.naver.com/item/board.naver?code=035900,15,4711,97,64,14.0,120.4,11,2022,2,18
"058470",2022-02-18,리노공업,27558,180800,177000,180800,176400,1000,0.56,27171,-3753,3824,48.22,https://finance.naver.com/item/board.naver?code=058470,2,591,3,2,10.0,39.5,3,2022,2,18
"041510",2022-02-18,에스엠,15993,67300,65500,67700,65300,700,1.05,369650,-49565,62830,12.74,https://finance.naver.com/item/board.naver?code=041510,18,13081,35,31,14.277778,182.5,15,2022,2,18
"348370",2022-02-18,엔켐,15105,99400,98100,101200,98000,1100,-1.09,179595,-12251,-7297,1.4,https://finance.naver.com/item/board.naver?code=348370,16,5548,52,40,10.75,32.75,16,2022,2,18
"195940",2022-02-18,HK이노엔,12039,41650,40400,41750,40000,1050,2.59,174899,24368,13113,3.07,https://finance.naver.com/item/board.naver?code=195940,43,10411,73,18,13.139535,78.65116,44,2022,2,18
"247540",2022-02-18,에코프로비엠,79714,347800,344800,352600,341100,2600,-0.74,213045,-6238,-30032,14.38,https://finance.naver.com/item/board.naver?code=247540,49,12139,122,97,11.938775,102.10204,39,2022,2,18
"122870",2022-02-18,와이지엔터테인먼트,10588,57400,56200,57800,56100,400,0.7,237891,5305,-13797,6.15,https://finance.naver.com/item/board.naver?code=122870,25,5431,57,22,15.88,99.48,18,2022,2,18
"078600",2022-02-18,대주전자재료,13840,89400,87500,89800,87000,0,0.0,120029,-834,-3455,12.45,https://finance.naver.com/item/board.naver?code=078600,15,3798,40,26,9.466666,78.6,16,2022,2,18
"112040",2022-02-18,위메이드,36121,108400,105100,110600,103900,200,0.18,997159,-39740,12229,6.31,https://finance.naver.com/item/board.naver?code=112040,341,57561,1263,347,12.548388,58.09384,293,2022,2,18
"028300",2022-02-18,HLB,33102,31050,29600,31250,29500,650,2.14,504537,-49451,-14759,13.93,https://finance.naver.com/item/board.naver?code=028300,156,20412,266,127,12.544871,49.23718,136,2022,2,18
"357780",2022-02-18,솔브레인,18280,235000,228100,235000,227000,2800,1.21,16015,-2211,4030,27.24,https://finance.naver.com/item/board.naver?code=357780,1,177,0,1,17.0,3.0,2,2022,2,18
"084370",2022-02-18,유진테크,10427,45500,44250,45850,43900,950,2.13,147559,14406,-21587,23.15,https://finance.naver.com/item/board.naver?code=084370,3,855,4,3,15.333333,295.66666,2,2022,2,18
"095700",2022-02-18,제넥신,11764,47000,45400,47200,45400,450,0.97,65044,-1291,8663,8.41,https://finance.naver.com/item/board.naver?code=095700,22,5982,106,77,17.181818,116.72727,55,2022,2,18
"144510",2022-02-18,지씨셀,10871,68800,67900,69000,66600,800,1.18,67790,-17820,1541,7.11,https://finance.naver.com/item/board.naver?code=144510,44,5254,56,107,11.863636,55.43182,21,2022,2,18
"166090",2022-02-18,하나머티리얼즈,10568,53500,53800,54700,53100,1900,-3.43,149406,-33551,-41833,25.97,https://finance.naver.com/item/board.naver?code=166090,9,3032,36,11,9.444445,66.888885,14,2022,2,18
"068760",2022-02-18,셀트리온제약,31397,85900,84100,86300,84100,500,-0.58,82646,-1222,-2686,7.91,https://finance.naver.com/item/board.naver?code=068760,10,2025,13,4,12.4,19.9,2,2022,2,18
"035760",2022-02-18,CJ ENM,28705,130900,125500,132500,124500,4700,3.72,132235,5291,9112,21.7,https://finance.naver.com/item/board.naver?code=035760,52,10508,77,38,15.846154,92.34615,17,2022,2,18
"048410",2022-02-18,현대바이오,12280,31750,30700,31800,30400,650,2.09,2192277,-18262,-16919,2.74,https://finance.naver.com/item/board.naver?code=048410,516,84253,2631,640,12.375969,71.30426,415,2022,2,18
"086520",2022-02-18,에코프로,18245,76100,73800,76300,73700,600,0.79,335599,-10630,-1617,7.83,https://finance.naver.com/item/board.naver?code=086520,28,13618,141,88,13.607142,100.46429,32,2022,2,18
"253450",2022-02-18,스튜디오드래곤,25692,85600,83800,86200,83000,1500,1.78,115469,19277,3295,10.69,https://finance.naver.com/item/board.naver?code=253450,12,3689,23,13,10.333333,24.333334,13,2022,2,18
"298380",2022-02-18,에이비엘바이오,12394,26250,24500,27100,24450,1100,4.37,949707,11332,52593,3.7,https://finance.naver.com/item/board.naver?code=298380,186,40414,741,266,12.075269,60.55914,83,2022,2,18
"030190",2022-02-18,NICE평가정보,11414,18800,18550,19000,18250,250,1.35,81238,-126,30708,38.19,https://finance.naver.com/item/board.naver?code=030190,,,,,,,,2022,2,18
"140410",2022-02-18,메지온,14865,167000,161900,167000,160800,1700,1.03,50304,-4347,-847,14.88,https://finance.naver.com/item/board.naver?code=140410,80,18368,418,226,15.425,93.3,83,2022,2,18
"064760",2022-02-18,티씨케이,14010,120000,117600,120000,115700,400,-0.33,33561,-2643,-1727,68.32,https://finance.naver.com/item/board.naver?code=064760,6,1211,14,4,7.3333335,95.166664,3,2022,2,18
"066970",2022-02-18,엘앤에프,64643,185700,179100,186100,178200,1000,0.54,470536,17509,-32924,19.69,https://finance.naver.com/item/board.naver?code=066970,125,23832,461,167,12.944,73.256,113,2022,2,18
"299900",2022-02-18,위지윅스튜디오,13268,31050,30500,31400,30300,50,-0.16,187470,-12717,14836,3.28,https://finance.naver.com/item/board.naver?code=299900,11,2653,43,4,10.454545,47.18182,0,2022,2,18
"056190",2022-02-18,에스에프에이,13268,36950,35450,37200,35450,1050,2.92,195213,60073,3980,15.12,https://finance.naver.com/item/board.naver?code=056190,7,2042,39,1,13.857142,42.714287,6,2022,2,18
"078340",2022-02-21,컴투스,14398,111900,109800,112200,108100,800,-0.71,255645,-503,17418,11.68,https://finance.naver.com/item/board.naver?code=078340,51,5737,124,62,14.274509,79.56863,66,2022,2,21
"196170",2022-02-21,알테오젠,22468,53100,51900,54100,51000,400,0.76,288648,17097,-54320,11.98,https://finance.naver.com/item/board.naver?code=196170,77,12781,335,297,13.519481,70.61039,70,2022,2,21
"214150",2022-02-21,클래시스,12275,18950,18850,19600,18700,50,-0.26,810662,340625,-155620,4.73,https://finance.naver.com/item/board.naver?code=214150,12,2861,11,21,11.833333,176.91667,6,2022,2,21
"041510",2022-02-21,에스엠,16825,70800,66100,70900,65900,3500,5.2,731355,-49565,62830,13.0,https://finance.naver.com/item/board.naver?code=041510,41,14295,46,65,13.219512,92.92683,35,2022,2,21
"048410",2022-02-21,현대바이오,12106,31300,30900,31950,30800,450,-1.42,1152055,-18262,-16919,2.7,https://finance.naver.com/item/board.naver?code=048410,284,50962,1564,539,12.447183,91.461266,269,2022,2,21
"278280",2022-02-21,천보,28400,284000,285000,286900,280300,4700,-1.63,47889,-8559,-1354,10.16,https://finance.naver.com/item/board.naver?code=278280,4,1083,10,13,11.5,65.25,9,2022,2,21
"166090",2022-02-21,하나머티리얼즈,10528,53300,53000,53500,51700,200,-0.37,76452,-33551,-41833,25.75,https://finance.naver.com/item/board.naver?code=166090,8,625,10,5,9.375,17.625,5,2022,2,21
"096530",2022-02-21,씨젠,27053,51800,49950,52600,49550,1600,3.19,796833,-30526,-102460,13.29,https://finance.naver.com/item/board.naver?code=096530,310,37845,906,387,14.603226,73.370964,167,2022,2,21
"144510",2022-02-21,지씨셀,10950,69300,67600,69400,67000,500,0.73,40141,-17820,1541,7.11,https://finance.naver.com/item/board.naver?code=144510,36,2565,23,86,13.5,44.77778,12,2022,2,21
"122870",2022-02-21,와이지엔터테인먼트,11326,61400,56700,61400,55800,4000,6.97,791474,5305,-13797,6.09,https://finance.naver.com/item/board.naver?code=122870,110,11730,90,39,14.763637,56.80909,43,2022,2,21
"067160",2022-02-21,아프리카TV,16357,142300,139200,143900,138300,1700,1.21,102013,-36306,-47373,45.9,https://finance.naver.com/item/board.naver?code=067160,16,1846,23,11,8.375,26.625,6,2022,2,21
"095700",2022-02-21,제넥신,11588,46300,45700,46500,45250,700,-1.49,76810,-1291,8663,8.44,https://finance.naver.com/item/board.naver?code=095700,30,4524,125,30,13.0,62.1,21,2022,2,21
"048260",2022-02-21,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.19,https://finance.naver.com/item/board.naver?code=048260,39,6943,83,59,14.692307,81.871796,41,2022,2,21
"222800",2022-02-21,심텍,15099,47400,46500,48250,46350,50,0.11,754224,89961,192015,13.02,https://finance.naver.com/item/board.naver?code=222800,24,6202,37,61,15.166667,48.041668,16,2022,2,21
"098460",2022-02-21,고영,12941,18850,18950,19150,18600,450,-2.33,169408,-5966,-20550,64.79,https://finance.naver.com/item/board.naver?code=098460,7,837,20,0,8.571428,33.714287,0,2022,2,21
"263750",2022-02-21,펄어비스,63308,95600,92000,96100,92000,1000,1.06,335822,-32740,-74576,14.5,https://finance.naver.com/item/board.naver?code=263750,110,15217,165,90,14.372727,58.063637,81,2022,2,21
"064760",2022-02-21,티씨케이,13741,117700,117000,118400,115300,2300,-1.92,23452,-2643,-1727,68.21,https://finance.naver.com/item/board.naver?code=064760,4,534,14,5,14.0,44.75,1,2022,2,21
"112040",2022-02-21,위메이드,35155,105500,105000,107300,102800,2900,-2.68,761549,-39740,12229,6.53,https://finance.naver.com/item/board.naver?code=112040,339,45668,909,445,13.165192,65.710915,257,2022,2,21
"140410",2022-02-21,메지온,14660,164700,163600,167600,159900,2300,-1.38,30937,-4347,-847,14.87,https://finance.naver.com/item/board.naver?code=140410,55,14978,472,241,15.781818,71.2,59,2022,2,21
"091990",2022-02-21,셀트리온헬스케어,98463,63500,62600,64100,61600,1300,2.09,538920,-85151,-14968,17.28,https://finance.naver.com/item/board.naver?code=091990,89,14273,230,117,13.730337,249.86517,52,2022,2,21
"034230",2022-02-21,파라다이스,15824,17400,16450,17650,16450,800,4.82,1694434,81222,-113814,4.81,https://finance.naver.com/item/board.naver?code=034230,29,5753,49,14,13.75862,102.13793,15,2022,2,21
"215600",2022-02-21,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600,64,9002,94,46,12.59375,96.890625,49,2022,2,21
"200130",2022-02-21,콜마비앤에이치,10798,36550,34300,36650,34200,1650,4.73,490922,25040,-30877,2.56,https://finance.naver.com/item/board.naver?code=200130,17,6214,75,20,11.117647,33.235294,38,2022,2,21
"058470",2022-02-21,리노공업,26994,177100,177500,179500,175600,3700,-2.05,21139,-3753,3824,48.24,https://finance.naver.com/item/board.naver?code=058470,2,363,6,10,8.0,111.0,4,2022,2,21
"348370",2022-02-21,엔켐,14694,96700,96800,97400,94800,2700,-2.72,230192,-12251,-7297,1.36,https://finance.naver.com/item/board.naver?code=348370,23,4871,53,41,11.478261,20.130434,16,2022,2,21
"237690",2022-02-21,에스티팜,18621,99000,96100,99900,94500,900,0.92,48951,-9946,-6328,0.41,https://finance.naver.com/item/board.naver?code=237690,8,5100,94,32,14.25,82.875,27,2022,2,21
"035760",2022-02-21,CJ ENM,28683,130800,130800,131700,126600,100,-0.08,59175,5291,9112,21.74,https://finance.naver.com/item/board.naver?code=035760,34,3664,49,29,15.6470585,183.02942,13,2022,2,21
"005290",2022-02-21,동진쎄미켐,17712,34450,34300,34450,33550,500,-1.43,545847,-23562,51391,8.2,https://finance.naver.com/item/board.naver?code=005290,28,8361,98,110,10.678572,49.92857,42,2022,2,21
"240810",2022-02-21,원익IPS,18676,38050,37150,38150,36750,150,0.4,142921,-4346,33436,19.06,https://finance.naver.com/item/board.naver?code=240810,2,434,6,1,6.5,93.5,0,2022,2,21
"145020",2022-02-21,휴젤,18392,148500,144700,149300,143600,1000,0.68,30967,-2463,-2068,70.43,https://finance.naver.com/item/board.naver?code=145020,10,1763,7,6,10.8,36.0,12,2022,2,21
"086520",2022-02-21,에코프로,17910,74700,74800,75300,72600,1400,-1.84,372387,-10630,-1617,7.75,https://finance.naver.com/item/board.naver?code=086520,32,9437,101,71,10.59375,27.1875,30,2022,2,21
"247540",2022-02-21,에코프로비엠,78751,343600,339800,345500,332800,4200,-1.21,151037,-6238,-30032,14.25,https://finance.naver.com/item/board.naver?code=247540,73,10091,134,157,17.438356,39.972603,74,2022,2,21
"068760",2022-02-21,셀트리온제약,32019,87600,85900,87800,83900,1700,1.98,81656,-1222,-2686,7.9,https://finance.naver.com/item/board.naver?code=068760,7,1011,13,6,13.285714,96.42857,5,2022,2,21
"032500",2022-02-21,케이엠더블유,12603,31650,31050,31850,30850,0,0.0,74601,602,20101,3.65,https://finance.naver.com/item/board.naver?code=032500,6,1060,12,4,11.5,23.166666,6,2022,2,21
"066970",2022-02-21,엘앤에프,65200,187300,181100,188400,179200,1600,0.86,313216,17509,-32924,19.57,https://finance.naver.com/item/board.naver?code=066970,72,10995,248,125,13.902778,61.875,58,2022,2,21
"028300",2022-02-21,HLB,32623,30600,30400,30900,29800,450,-1.45,331520,-49451,-14759,13.9,https://finance.naver.com/item/board.naver?code=028300,127,10555,219,119,12.984252,71.173225,95,2022,2,21
"357780",2022-02-21,솔브레인,18038,231900,234900,238200,226000,3100,-1.32,13943,-2211,4030,27.28,https://finance.naver.com/item/board.naver?code=357780,6,621,7,6,17.0,52.0,4,2022,2,21
"056190",2022-02-21,에스에프에이,13717,38200,36550,38350,36350,1250,3.38,262676,60073,3980,15.13,https://finance.naver.com/item/board.naver?code=056190,14,3651,39,16,11.142858,43.92857,27,2022,2,21
"195940",2022-02-21,HK이노엔,12429,43000,41650,43500,41100,1350,3.24,315911,24368,13113,3.11,https://finance.naver.com/item/board.naver?code=195940,50,8017,56,38,11.48,34.76,19,2022,2,21
"299900",2022-02-21,위지윅스튜디오,14166,33150,30500,33250,30450,2100,6.76,579927,-12717,14836,3.32,https://finance.naver.com/item/board.naver?code=299900,28,8754,69,35,10.642858,25.714285,18,2022,2,21
"253450",2022-02-21,스튜디오드래곤,26262,87500,85600,87900,84600,1900,2.22,138529,19277,3295,10.71,https://finance.naver.com/item/board.naver?code=253450,13,3449,50,13,9.461538,108.07692,37,2022,2,21
"108320",2022-02-21,LX세미콘,18671,114800,114800,115000,113800,2100,-1.8,103962,-212,1934,36.8,https://finance.naver.com/item/board.naver?code=108320,27,8266,75,58,11.111111,21.407408,24,2022,2,21
"035900",2022-02-21,JYP Ent.,17003,47900,44050,47900,43900,3250,7.28,1077922,21110,-46769,22.34,https://finance.naver.com/item/board.naver?code=035900,46,12824,382,125,14.173913,115.41304,45,2022,2,21
"036540",2022-02-21,SFA반도체,10789,6560,6450,6590,6370,30,0.46,578668,15135,32093,5.44,https://finance.naver.com/item/board.naver?code=036540,3,740,1,2,13.333333,23.666666,6,2022,2,21
"025900",2022-02-21,동화기업,14242,70500,68700,70600,67600,400,0.57,38565,-152,4255,43.91,https://finance.naver.com/item/board.naver?code=025900,3,375,3,0,7.0,32.333332,1,2022,2,21
"039030",2022-02-21,이오테크닉스,12603,102300,102500,103000,101100,1500,-1.45,48188,-9579,6432,16.09,https://finance.naver.com/item/board.naver?code=039030,3,137,0,0,10.666667,17.0,4,2022,2,21
"078600",2022-02-21,대주전자재료,13824,89300,87500,89800,85800,100,-0.11,168634,-834,-3455,12.41,https://finance.naver.com/item/board.naver?code=078600,24,2797,23,28,10.916667,35.291668,16,2022,2,21
"293490",2022-02-21,카카오게임즈,55709,71700,69500,71800,69400,900,1.27,592066,13308,59389,10.67,https://finance.naver.com/item/board.naver?code=293490,136,21841,225,97,13.404411,40.433823,190,2022,2,21
"298380",2022-02-21,에이비엘바이오,12229,25900,25800,26600,25500,350,-1.33,435785,11332,52593,3.91,https://finance.naver.com/item/board.naver?code=298380,48,13262,263,137,13.666667,117.6875,49,2022,2,21
"030190",2022-02-21,NICE평가정보,11414,18800,18900,18900,18550,0,0.0,61255,-126,30708,38.26,https://finance.naver.com/item/board.naver?code=030190,2,110,2,0,5.0,224.5,0,2022,2,21
"240810",2022-02-22,원익IPS,18480,37650,37050,38300,37050,400,-1.05,177153,28905,-9089,19.04,https://finance.naver.com/item/board.naver?code=240810,2,246,5,0,10.5,9.0,1,2022,2,22
"140410",2022-02-22,메지온,14393,161700,160100,163400,160100,3000,-1.82,25692,-1209,-7689,14.78,https://finance.naver.com/item/board.naver?code=140410,51,10952,412,196,15.980392,108.5098,68,2022,2,22
"237690",2022-02-22,에스티팜,18150,96500,96000,97400,95600,2500,-2.53,61930,9989,-10245,0.36,https://finance.naver.com/item/board.naver?code=237690,10,3470,46,44,13.6,111.1,40,2022,2,22
"247540",2022-02-22,에코프로비엠,79714,347800,337000,350300,336600,4200,1.22,204706,739,-2572,14.24,https://finance.naver.com/item/board.naver?code=247540,45,12759,99,151,12.155556,61.288887,78,2022,2,22
"067160",2022-02-22,아프리카TV,15633,136000,138600,139800,132500,6300,-4.43,213441,-8126,34009,46.2,https://finance.naver.com/item/board.naver?code=067160,75,8423,130,51,11.04,30.466667,59,2022,2,22
"058470",2022-02-22,리노공업,26598,174500,173000,175300,173000,2600,-1.47,37212,-1155,-5985,48.21,https://finance.naver.com/item/board.naver?code=058470,,,,,,,,2022,2,22
"064760",2022-02-22,티씨케이,13263,113600,113900,115600,113400,4100,-3.48,36583,-6174,1071,68.22,https://finance.naver.com/item/board.naver?code=064760,5,619,8,6,10.2,57.6,1,2022,2,22
"078600",2022-02-22,대주전자재료,13453,86900,86900,90100,86800,2400,-2.69,138837,-14829,37030,12.63,https://finance.naver.com/item/board.naver?code=078600,18,2805,46,29,11.5,40.11111,16,2022,2,22
"034230",2022-02-22,파라다이스,15415,16950,17050,17350,16900,450,-2.59,871534,119227,242985,5.07,https://finance.naver.com/item/board.naver?code=034230,6,1202,5,5,19.0,16.0,5,2022,2,22
"095700",2022-02-22,제넥신,11213,44800,45300,45650,44700,1500,-3.24,96750,-3908,-924,8.44,https://finance.naver.com/item/board.naver?code=095700,31,4185,71,41,13.709678,75.32258,37,2022,2,22
"348370",2022-02-22,엔켐,14694,96700,93400,98400,93300,0,0.0,171718,-27453,-9194,1.3,https://finance.naver.com/item/board.naver?code=348370,12,2887,37,30,14.583333,51.833332,14,2022,2,22
"145020",2022-02-22,휴젤,18132,146400,145200,148200,145200,2100,-1.41,24132,-4667,11124,70.52,https://finance.naver.com/item/board.naver?code=145020,14,1734,9,21,15.857142,29.071428,4,2022,2,22
"298380",2022-02-22,에이비엘바이오,11922,25250,25250,26150,24700,650,-2.51,651563,3745,-74579,3.77,https://finance.naver.com/item/board.naver?code=298380,88,16195,341,214,12.863636,98.02273,103,2022,2,22
"144510",2022-02-22,지씨셀,10555,66800,67200,68300,66600,2500,-3.61,68625,-1761,3068,7.13,https://finance.naver.com/item/board.naver?code=144510,36,2748,20,63,11.305555,48.77778,9,2022,2,22
"357780",2022-02-22,솔브레인,17681,227300,228600,228800,225200,4600,-1.98,13301,-2829,-371,27.27,https://finance.naver.com/item/board.naver?code=357780,8,659,4,5,11.375,18.625,2,2022,2,22
"028300",2022-02-22,HLB,31663,29700,29750,30150,29250,900,-2.94,502624,-13202,11575,13.85,https://finance.naver.com/item/board.naver?code=028300,246,13894,308,115,12.191057,63.02439,139,2022,2,22
"222800",2022-02-22,심텍,15322,48100,46350,49050,46300,700,1.48,1201974,8409,-95508,12.73,https://finance.naver.com/item/board.naver?code=222800,61,10295,59,95,15.442623,56.262295,45,2022,2,22
"032500",2022-02-22,케이엠더블유,12245,30750,30900,31500,30700,900,-2.84,117172,-4503,1656,3.61,https://finance.naver.com/item/board.naver?code=032500,13,1294,26,13,11.076923,25.307692,5,2022,2,22
"048260",2022-02-22,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,44.19,https://finance.naver.com/item/board.naver?code=048260,50,6195,147,29,11.68,40.98,31,2022,2,22
"056190",2022-02-22,에스에프에이,13753,38300,37700,38950,37500,100,0.26,287568,98544,23847,15.21,https://finance.naver.com/item/board.naver?code=056190,7,2321,2,4,13.857142,25.714285,14,2022,2,22
"263750",2022-02-22,펄어비스,63043,95200,93300,95600,93300,400,-0.42,285036,25322,12450,14.52,https://finance.naver.com/item/board.naver?code=263750,85,12853,205,112,15.117647,58.705883,63,2022,2,22
"068760",2022-02-22,셀트리온제약,31836,87100,85200,88500,85200,500,-0.57,97227,-2917,11229,7.9,https://finance.naver.com/item/board.naver?code=068760,14,1649,11,3,9.642858,64.35714,18,2022,2,22
"253450",2022-02-22,스튜디오드래곤,25902,86300,86300,87800,85300,1200,-1.37,115369,61231,-4797,10.7,https://finance.naver.com/item/board.naver?code=253450,12,1929,10,7,12.833333,32.333332,15,2022,2,22
"278280",2022-02-22,천보,28360,283600,278500,291100,278500,400,-0.14,56160,-2885,288,10.18,https://finance.naver.com/item/board.naver?code=278280,8,1498,3,5,10.25,37.25,5,2022,2,22
"299900",2022-02-22,위지윅스튜디오,14059,32900,32300,33800,32250,250,-0.75,390219,2547,127635,3.61,https://finance.naver.com/item/board.naver?code=299900,14,4038,17,21,8.071428,21.785715,10,2022,2,22
"376300",2022-02-22,디어유,10604,48250,44750,49200,44600,2350,5.12,498140,-533,-11776,0.49,https://finance.naver.com/item/board.naver?code=376300,32,5077,33,30,11.5,39.84375,22,2022,2,22
"036540",2022-02-22,SFA반도체,10690,6500,6440,6880,6420,60,-0.91,2857377,59913,-111548,5.37,https://finance.naver.com/item/board.naver?code=036540,49,7620,58,35,14.102041,105.918365,39,2022,2,22
"112040",2022-02-22,위메이드,33522,100600,101500,104400,99300,4900,-4.64,785190,-51402,18821,6.58,https://finance.naver.com/item/board.naver?code=112040,391,44600,1060,556,12.421995,80.9156,309,2022,2,22
"048410",2022-02-22,현대바이오,12203,31550,31000,32600,30800,250,0.8,4326339,-6919,-7324,2.69,https://finance.naver.com/item/board.naver?code=048410,697,67120,2111,734,12.314203,62.70158,395,2022,2,22
"041510",2022-02-22,에스엠,17062,71800,69700,72500,69500,1000,1.41,776356,51538,182726,13.77,https://finance.naver.com/item/board.naver?code=041510,34,11114,85,79,13.794118,88.82353,48,2022,2,22
"200130",2022-02-22,콜마비앤에이치,10739,36350,36000,37800,35950,200,-0.55,483463,117215,-65927,2.34,https://finance.naver.com/item/board.naver?code=200130,10,3571,38,35,12.4,62.1,27,2022,2,22
"293490",2022-02-22,카카오게임즈,54543,70200,70400,71200,69700,1500,-2.09,557260,57035,-22889,10.64,https://finance.naver.com/item/board.naver?code=293490,128,15387,212,130,14.453125,39.820312,117,2022,2,22
"098460",2022-02-22,고영,12804,18650,18450,18900,18300,200,-1.06,153022,-13714,-25850,64.75,https://finance.naver.com/item/board.naver?code=098460,5,477,17,3,14.2,49.2,2,2022,2,22
"108320",2022-02-22,LX세미콘,18411,113200,111100,113700,110500,1600,-1.39,139356,-5207,-17027,36.7,https://finance.naver.com/item/board.naver?code=108320,28,5662,76,54,13.714286,56.75,23,2022,2,22
"122870",2022-02-22,와이지엔터테인먼트,11400,61800,60500,62700,60200,400,0.65,679097,171605,37801,6.29,https://finance.naver.com/item/board.naver?code=122870,41,6634,81,48,15.097561,34.80488,27,2022,2,22
