date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-03-17,67160,아프리카TV,18196,158300,151900,162000,150500,9200,6.17,272730,32117,37711,41.32,https://finance.naver.com/item/board.naver?code=067160
2022-03-17,357780,솔브레인,18163,233500,227800,237900,227800,11800,5.32,62885,19134,10305,27.56,https://finance.naver.com/item/board.naver?code=357780
2022-03-17,240810,원익IPS,18087,36850,36300,37250,36250,1400,3.95,421807,82955,56636,19.04,https://finance.naver.com/item/board.naver?code=240810
2022-03-17,41510,에스엠,17824,75000,79100,79800,74500,4200,-5.3,1201198,-147039,34997,15.54,https://finance.naver.com/item/board.naver?code=041510
2022-03-17,5290,동진쎄미켐,17507,34050,33300,34300,33250,1850,5.75,1062915,133636,41330,7.63,https://finance.naver.com/item/board.naver?code=005290
2022-03-17,145020,휴젤,17463,141000,136400,141900,135200,7200,5.38,98363,18591,17659,69.54,https://finance.naver.com/item/board.naver?code=145020
2022-03-17,299900,위지윅스튜디오,17093,40000,39500,41100,39200,1650,4.3,993054,14438,86530,4.99,https://finance.naver.com/item/board.naver?code=299900
2022-03-17,222800,심텍,16182,50800,51900,52200,50500,0,0.0,611762,26813,-109456,14.33,https://finance.naver.com/item/board.naver?code=222800
2022-03-17,34230,파라다이스,15415,16950,17050,17100,16700,50,0.3,650804,64403,15354,4.84,https://finance.naver.com/item/board.naver?code=034230
2022-03-17,78340,컴투스,15247,118500,118700,121500,116500,3200,2.78,249286,20366,-12286,11.38,https://finance.naver.com/item/board.naver?code=078340
2022-03-17,25900,동화기업,14424,71400,68800,72400,68000,4500,6.73,165433,25815,37915,43.35,https://finance.naver.com/item/board.naver?code=025900
2022-03-17,56190,에스에프에이,14364,40000,40050,40300,39000,500,1.27,181481,55140,-14851,15.21,https://finance.naver.com/item/board.naver?code=056190
2022-03-17,214150,클래시스,14348,22150,22000,22450,21400,550,2.55,781179,74923,19555,4.76,https://finance.naver.com/item/board.naver?code=214150
2022-03-17,64760,티씨케이,14185,121500,120400,122500,119400,3000,2.53,47469,10293,-1846,68.24,https://finance.naver.com/item/board.naver?code=064760
2022-03-17,298380,에이비엘바이오,13810,29250,28300,29400,28000,1350,4.84,1212135,124177,110873,3.68,https://finance.naver.com/item/board.naver?code=298380
2022-03-17,78600,대주전자재료,13762,88900,86800,89800,86000,4800,5.71,230041,31730,75857,12.73,https://finance.naver.com/item/board.naver?code=078600
2022-03-17,195940,HK이노엔,13079,45250,45050,45400,44550,750,1.69,134345,19736,25477,3.51,https://finance.naver.com/item/board.naver?code=195940
2022-03-17,32500,케이엠더블유,13061,32800,32800,33100,32400,500,1.55,152509,26539,11805,3.77,https://finance.naver.com/item/board.naver?code=032500
2022-03-17,140410,메지온,12995,146000,149000,150200,143500,3200,-2.14,98316,-7052,-5725,14.8,https://finance.naver.com/item/board.naver?code=140410
2022-03-17,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-17,48410,현대바이오,12415,32100,32300,36000,31300,2000,6.64,13773005,7544,403103,3.21,https://finance.naver.com/item/board.naver?code=048410
2022-03-17,141080,레고켐바이오,12360,51000,51600,51800,50400,800,1.59,200980,35216,29390,8.04,https://finance.naver.com/item/board.naver?code=141080
2022-03-17,98460,고영,12289,17900,18200,18400,17800,50,0.28,252729,49276,-107379,63.82,https://finance.naver.com/item/board.naver?code=098460
2022-03-17,144510,지씨셀,12261,77600,74300,78400,73600,4200,5.72,134230,19038,10956,7.1,https://finance.naver.com/item/board.naver?code=144510
2022-03-17,122870,와이지엔터테인먼트,12156,65900,66800,67300,65000,800,-1.2,360864,-70811,36516,7.78,https://finance.naver.com/item/board.naver?code=122870
2022-03-17,39030,이오테크닉스,12122,98400,96100,99100,96000,4300,4.57,101525,16278,511,15.59,https://finance.naver.com/item/board.naver?code=039030
2022-03-17,376300,디어유,12109,55100,53300,56000,52800,2600,4.95,384544,40351,19124,0.84,https://finance.naver.com/item/board.naver?code=376300
2022-03-17,215200,메가스터디교육,11755,99100,97700,100800,97000,2300,2.38,148527,-24048,24029,31.69,https://finance.naver.com/item/board.naver?code=215200
2022-03-17,348370,엔켐,11745,77200,75700,79700,74900,3600,4.89,419778,-29983,39720,1.55,https://finance.naver.com/item/board.naver?code=348370
2022-03-17,137400,피엔티,11712,51500,52000,52600,50800,200,0.39,413846,11295,48832,7.34,https://finance.naver.com/item/board.naver?code=137400
2022-03-17,36930,주성엔지니어링,11628,24100,24450,24850,23900,450,1.9,1798728,151824,-448983,13.32,https://finance.naver.com/item/board.naver?code=036930
2022-03-18,91990,셀트리온헬스케어,113039,72900,73800,73900,72000,300,0.41,673562,26826,-239222,16.6,https://finance.naver.com/item/board.naver?code=091990
2022-03-18,247540,에코프로비엠,83083,362500,361900,365900,358200,4200,1.17,166823,2804,3957,12.67,https://finance.naver.com/item/board.naver?code=247540
2022-03-18,263750,펄어비스,70791,106900,102800,106900,101500,5200,5.11,602159,31951,104392,13.48,https://finance.naver.com/item/board.naver?code=263750
2022-03-18,66970,엘앤에프,66829,186000,186200,188200,184100,1200,0.65,853555,68016,78851,18.62,https://finance.naver.com/item/board.naver?code=066970
2022-03-18,293490,카카오게임즈,63101,81000,79300,81600,78800,2700,3.45,1557744,143370,22079,11.38,https://finance.naver.com/item/board.naver?code=293490
2022-03-18,68760,셀트리온제약,38381,105000,106400,107600,103700,700,0.67,285428,-7565,-78725,7.78,https://finance.naver.com/item/board.naver?code=068760
2022-03-18,28300,HLB,35181,33000,33650,33650,32350,1050,-3.08,735807,-52663,-210043,13.8,https://finance.naver.com/item/board.naver?code=028300
2022-03-18,112040,위메이드,34245,102000,102000,102000,97600,1700,1.69,705686,18852,-40988,6.52,https://finance.naver.com/item/board.naver?code=112040
2022-03-18,278280,천보,30890,308900,308100,313700,305000,4900,1.61,101411,4655,3961,10.15,https://finance.naver.com/item/board.naver?code=278280
2022-03-18,58470,리노공업,28717,188400,187300,188700,184200,1100,0.59,40963,-2484,-4653,47.85,https://finance.naver.com/item/board.naver?code=058470
2022-03-18,35760,CJ ENM,28574,130300,129000,131000,127700,1300,1.01,75988,5378,-2773,21.56,https://finance.naver.com/item/board.naver?code=035760
2022-03-18,96530,씨젠,27993,53600,53200,54000,52500,500,0.94,407800,8758,109891,16.55,https://finance.naver.com/item/board.naver?code=096530
2022-03-18,253450,스튜디오드래곤,27193,90600,90000,90600,89000,1000,1.12,73993,-8527,20911,10.79,https://finance.naver.com/item/board.naver?code=253450
2022-03-18,196170,알테오젠,25674,60200,61700,61700,59100,700,-1.15,219086,-11395,-34100,11.77,https://finance.naver.com/item/board.naver?code=196170
2022-03-18,86520,에코프로,21890,91300,92600,93500,90800,0,0.0,274732,-1937,9622,8.51,https://finance.naver.com/item/board.naver?code=086520
2022-03-18,108320,LX세미콘,21339,131200,129400,132800,127500,1800,1.39,206058,29207,-27161,34.33,https://finance.naver.com/item/board.naver?code=108320
2022-03-18,237690,에스티팜,21009,111700,110800,112900,109600,400,0.36,97009,27953,-9557,0.07,https://finance.naver.com/item/board.naver?code=237690
2022-03-18,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.73,https://finance.naver.com/item/board.naver?code=048260
2022-03-18,5290,동진쎄미켐,18869,36700,34150,37350,33650,2650,7.78,2630809,191445,-189670,7.71,https://finance.naver.com/item/board.naver?code=005290
2022-03-18,35900,JYP Ent.,18743,52800,52400,53200,51700,400,0.76,383697,-42588,99952,23.94,https://finance.naver.com/item/board.naver?code=035900
2022-03-18,240810,원익IPS,18406,37500,37400,38200,37050,650,1.76,455663,-21814,-1522,19.16,https://finance.naver.com/item/board.naver?code=240810
2022-03-18,357780,솔브레인,18365,236100,235500,236200,231500,2600,1.11,23116,-4043,2331,27.69,https://finance.naver.com/item/board.naver?code=357780
2022-03-18,41510,에스엠,18181,76500,75300,76800,74500,1500,2.0,497509,29914,2312,15.69,https://finance.naver.com/item/board.naver?code=041510
2022-03-18,299900,위지윅스튜디오,18054,42250,40700,42300,40050,2250,5.63,1605936,-11102,258816,5.2,https://finance.naver.com/item/board.naver?code=299900
2022-03-18,67160,아프리카TV,17966,156300,157100,158600,155100,2000,-1.26,100078,2369,-33319,41.74,https://finance.naver.com/item/board.naver?code=067160
2022-03-18,145020,휴젤,17265,139400,141000,141500,137600,1600,-1.13,70703,9462,-19547,69.68,https://finance.naver.com/item/board.naver?code=145020
2022-03-18,222800,심텍,16851,52900,50900,53600,50600,2100,4.13,1121008,62543,111240,13.99,https://finance.naver.com/item/board.naver?code=222800
2022-03-18,78340,컴투스,15337,119200,119800,119800,116800,700,0.59,135164,-2147,-16168,11.29,https://finance.naver.com/item/board.naver?code=078340
2022-03-18,34230,파라다이스,14960,16450,16850,16900,16400,500,-2.95,728472,-157554,-127677,4.87,https://finance.naver.com/item/board.naver?code=034230
2022-03-18,64760,티씨케이,14512,124300,122200,124800,121500,2800,2.3,42025,-510,6251,68.23,https://finance.naver.com/item/board.naver?code=064760
2022-03-18,25900,동화기업,14323,70900,72000,72800,70900,500,-0.7,77395,-16385,2101,43.56,https://finance.naver.com/item/board.naver?code=025900
2022-03-18,56190,에스에프에이,14310,39850,40000,40300,39150,150,-0.37,145517,35199,-43399,15.17,https://finance.naver.com/item/board.naver?code=056190
2022-03-18,78600,대주전자재료,14196,91700,89600,91700,88800,2800,3.15,194334,37103,42737,13.25,https://finance.naver.com/item/board.naver?code=078600
2022-03-18,214150,클래시스,14089,21750,22100,22350,21400,400,-1.81,541580,-83639,78242,4.81,https://finance.naver.com/item/board.naver?code=214150
2022-03-18,298380,에이비엘바이오,13622,28850,29100,29250,28250,400,-1.37,659107,-25013,-142958,3.93,https://finance.naver.com/item/board.naver?code=298380
2022-03-18,195940,HK이노엔,13253,45850,45200,45850,44400,600,1.33,231387,-4879,10980,3.6,https://finance.naver.com/item/board.naver?code=195940
2022-03-18,348370,엔켐,13144,86400,78100,90100,76000,9200,11.92,836248,80642,8781,1.81,https://finance.naver.com/item/board.naver?code=348370
2022-03-18,32500,케이엠더블유,13101,32900,32600,33100,32050,100,0.3,94074,-9484,1261,3.83,https://finance.naver.com/item/board.naver?code=032500
2022-03-18,140410,메지온,13084,147000,146000,150900,143200,1000,0.68,67318,-7705,1947,14.74,https://finance.naver.com/item/board.naver?code=140410
2022-03-18,141080,레고켐바이오,12481,51500,51000,51600,50400,500,0.98,137762,-15038,45799,8.16,https://finance.naver.com/item/board.naver?code=141080
2022-03-18,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.25,https://finance.naver.com/item/board.naver?code=215600
2022-03-18,144510,지씨셀,12403,78500,78000,78700,76400,900,1.16,78647,903,-13600,7.13,https://finance.naver.com/item/board.naver?code=144510
2022-03-18,39030,이오테크닉스,12295,99800,98400,99900,96300,1400,1.42,63033,-5591,-3823,15.61,https://finance.naver.com/item/board.naver?code=039030
2022-03-18,98460,고영,12255,17850,17950,18150,17600,50,-0.28,342267,39416,-123139,63.65,https://finance.naver.com/item/board.naver?code=098460
2022-03-18,122870,와이지엔터테인먼트,12235,66300,65900,66400,65100,400,0.61,168099,-17741,28520,7.85,https://finance.naver.com/item/board.naver?code=122870
2022-03-18,48410,현대바이오,12145,31400,32050,32600,31000,700,-2.18,2149805,-707,-104906,4.27,https://finance.naver.com/item/board.naver?code=048410
2022-03-18,137400,피엔티,12121,53300,51800,53900,51500,1800,3.5,1003077,-9829,141458,7.66,https://finance.naver.com/item/board.naver?code=137400
2022-03-18,376300,디어유,12000,54600,55100,55200,52000,500,-0.91,224119,-18304,-597,0.92,https://finance.naver.com/item/board.naver?code=376300
2022-03-18,36930,주성엔지니어링,11845,24550,24250,25100,23900,450,1.87,1070681,6773,-84457,12.37,https://finance.naver.com/item/board.naver?code=036930
2022-03-18,64550,바이오니아,11744,45500,43000,45500,42500,2950,6.93,1831431,-3269,245903,6.16,https://finance.naver.com/item/board.naver?code=064550
2022-03-21,91990,셀트리온헬스케어,109473,70600,72900,73000,70500,2300,-3.16,517828,-17403,-108336,16.45,https://finance.naver.com/item/board.naver?code=091990
2022-03-21,247540,에코프로비엠,83129,362700,370200,374600,362600,200,0.06,161659,2896,6388,12.74,https://finance.naver.com/item/board.naver?code=247540
2022-03-21,263750,펄어비스,69731,105300,107200,110900,105300,1600,-1.5,591530,36868,-34913,13.63,https://finance.naver.com/item/board.naver?code=263750
2022-03-21,66970,엘앤에프,67727,188500,189500,192500,188000,2500,1.34,476117,88316,56204,18.83,https://finance.naver.com/item/board.naver?code=066970
2022-03-21,293490,카카오게임즈,60842,78100,82000,82000,77800,2900,-3.58,1183430,3994,-268472,11.42,https://finance.naver.com/item/board.naver?code=293490
2022-03-21,68760,셀트리온제약,37284,102000,105600,105600,102000,3000,-2.86,148475,858,-32922,7.58,https://finance.naver.com/item/board.naver?code=068760
2022-03-21,28300,HLB,35075,32900,33200,34200,32700,100,-0.3,520530,-33044,-20035,13.64,https://finance.naver.com/item/board.naver?code=028300
2022-03-21,112040,위메이드,33406,99500,101800,101800,99100,2500,-2.45,325585,-34325,-51964,6.4,https://finance.naver.com/item/board.naver?code=112040
2022-03-21,278280,천보,30870,308700,315900,315900,308100,200,-0.06,73152,18555,-16383,10.19,https://finance.naver.com/item/board.naver?code=278280
2022-03-21,35760,CJ ENM,29034,132400,130800,137200,130800,2100,1.61,165323,41537,7790,21.56,https://finance.naver.com/item/board.naver?code=035760
2022-03-21,58470,리노공업,28427,186500,186900,189300,185900,1900,-1.01,28368,-4901,-229,47.82,https://finance.naver.com/item/board.naver?code=058470
2022-03-21,96530,씨젠,27523,52700,53600,53600,52300,900,-1.68,311188,-14104,53632,16.76,https://finance.naver.com/item/board.naver?code=096530
2022-03-21,253450,스튜디오드래곤,26923,89700,90600,91200,89700,900,-0.99,86799,-3409,789,10.86,https://finance.naver.com/item/board.naver?code=253450
2022-03-21,196170,알테오젠,25205,59100,59500,60300,58000,1100,-1.83,245693,-48148,22631,11.72,https://finance.naver.com/item/board.naver?code=196170
2022-03-21,108320,LX세미콘,22445,138000,134000,141800,133000,6800,5.18,449164,42294,11558,34.16,https://finance.naver.com/item/board.naver?code=108320
2022-03-21,86520,에코프로,22106,92200,93500,94300,92000,900,0.99,330964,38192,64860,8.56,https://finance.naver.com/item/board.naver?code=086520
2022-03-21,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.71,https://finance.naver.com/item/board.naver?code=048260
2022-03-21,237690,에스티팜,20295,107900,111800,112200,107900,3800,-3.4,107606,476,-17150,0.03,https://finance.naver.com/item/board.naver?code=237690
2022-03-21,5290,동진쎄미켐,19383,37700,36950,38200,36500,1000,2.72,1676617,181375,-15741,7.34,https://finance.naver.com/item/board.naver?code=005290
2022-03-21,240810,원익IPS,18578,37850,37550,38300,37300,350,0.93,260030,57177,6997,19.16,https://finance.naver.com/item/board.naver?code=240810
2022-03-21,35900,JYP Ent.,18423,51900,53100,53600,51700,900,-1.7,264267,1485,18963,24.22,https://finance.naver.com/item/board.naver?code=035900
2022-03-21,357780,솔브레인,18031,231800,236100,237900,230700,4300,-1.82,27061,-8049,5406,27.72,https://finance.naver.com/item/board.naver?code=357780
2022-03-21,299900,위지윅스튜디오,17905,41900,42250,42300,41050,350,-0.83,372247,-20964,30070,5.8,https://finance.naver.com/item/board.naver?code=299900
2022-03-21,67160,아프리카TV,17794,154800,158000,159000,154400,1500,-0.96,87671,-4925,-9301,41.53,https://finance.naver.com/item/board.naver?code=067160
2022-03-21,41510,에스엠,17563,73900,76200,77100,72900,2600,-3.4,587380,-69016,58882,15.69,https://finance.naver.com/item/board.naver?code=041510
2022-03-21,145020,휴젤,17253,139300,140300,142500,138700,100,-0.07,28638,-6017,5761,69.52,https://finance.naver.com/item/board.naver?code=145020
2022-03-21,222800,심텍,16660,52300,53100,53600,52100,600,-1.13,430052,-34168,-46004,14.34,https://finance.naver.com/item/board.naver?code=222800
2022-03-21,78340,컴투스,15337,119200,118400,121100,115500,0,0.0,220169,12240,-12651,11.17,https://finance.naver.com/item/board.naver?code=078340
2022-03-21,34230,파라다이스,15051,16550,16650,16950,16500,100,0.61,587105,-48798,-53694,4.72,https://finance.naver.com/item/board.naver?code=034230
2022-03-21,64760,티씨케이,14757,126400,124300,128600,124000,2100,1.69,46344,-2848,-961,68.28,https://finance.naver.com/item/board.naver?code=064760
